id_date,date,VN10YT=HN,VN15YT=HN,VN1YT=HN,VN20YT=HN,VN2YT=HN,VN3MT=HN,VN3YT=HN,VN5YT=HN,VN6MT=HN,VN7YT=HN,VN9MT=HN
20200327,2020-03-27,3.0724599361419678,3.3169798851013184,2.007080078125,3.4729700088500977,2.1847100257873535,1.86149001121521,2.3447000980377197,2.616729974746704,1.9112399816513062,2.832890033721924,1.9597599506378174
20200330,2020-03-30,3.2706799507141113,3.5067200660705566,2.1449100971221924,3.6300199031829834,2.2860701084136963,2.082350015640259,2.4507200717926025,2.764620065689087,2.096980094909668,3.0139200687408447,2.1182498931884766
20200331,2020-03-31,3.243690013885498,3.5654499530792236,2.2822999954223633,3.751579999923706,2.4152300357818604,2.1780900955200195,2.541369915008545,2.7737600803375244,2.2132599353790283,2.980340003967285,2.2479898929595947
20200401,2020-04-01,3.2817299365997314,3.554080009460449,2.3404300212860107,3.7119200229644775,2.482340097427368,2.2266199588775635,2.6135900020599365,2.8464999198913574,2.26528000831604,3.0437400341033936,2.3032100200653076
20200403,2020-04-03,3.311079978942871,3.6012001037597656,2.449579954147339,3.766079902648926,2.5679099559783936,2.356990098953247,2.6804399490356445,2.888360023498535,2.3882200717926025,3.0738399028778076,2.4190800189971924
20200406,2020-04-06,3.306920051574707,3.5689799785614014,2.4572598934173584,3.7416300773620605,2.5842299461364746,2.3554000854492188,2.7016899585723877,2.910629987716675,2.390010118484497,3.08870005607605,2.423959970474243
20200407,2020-04-07,3.0870399475097656,3.356829881668091,2.388969898223877,3.5546300411224365,2.4814400672912598,2.3169898986816406,2.5699799060821533,2.735650062561035,2.3412299156188965,2.886630058288574,2.365220069885254
20200408,2020-04-08,3.0102999210357666,3.2483699321746826,2.0975699424743652,3.438509941101074,2.151510000228882,2.1308000087738037,2.2630300521850586,2.529370069503784,2.110179901123047,2.7638299465179443,2.0995900630950928
20200409,2020-04-09,2.9982900619506836,3.305229902267456,2.1559300422668457,3.5300099849700928,2.2178900241851807,2.152169942855835,2.313889980316162,2.534899950027466,2.1479101181030273,2.7428998947143555,2.1494500637054443
20200410,2020-04-10,2.974299907684326,3.3086800575256348,2.1871700286865234,3.571287155151367,2.2865800857543945,2.1106300354003906,2.382970094680786,2.566770076751709,2.1363298892974854,2.738640069961548,2.1618399620056152
20200413,2020-04-13,2.9929800033569336,3.31318998336792,2.1834499835968018,3.5436599254608154,2.2885100841522217,2.1021299362182617,2.3897500038146973,2.5808498859405518,2.129470109939575,2.756880044937134,2.1565799713134766
20200414,2020-04-14,3.024139881134033,3.2834200859069824,2.1340699195861816,3.4824299812316895,2.222529888153076,2.1029200553894043,2.3368799686431885,2.5771501064300537,2.108680009841919,2.7870500087738037,2.119309902191162
20200415,2020-04-15,3.057990074157715,3.3525900840759277,2.1727700233459473,3.560349941253662,2.3001599311828613,2.0715999603271484,2.41936993598938,2.6348400115966797,2.10588002204895,2.822390079498291,2.1396000385284424
20200416,2020-04-16,3.036439895629883,3.286910057067871,2.0562899112701416,3.4664599895477295,2.215670108795166,1.9262200593948364,2.359999895095825,2.6078100204467773,1.970620036125183,2.808029890060425,2.013969898223877
20200417,2020-04-17,3.095489978790283,3.424839973449707,2.040250062942505,3.5908100605010986,2.189120054244995,1.923110008239746,2.329780101776123,2.586980104446411,1.9626799821853638,2.812920093536377,2.001729965209961
20200420,2020-04-20,3.020509958267212,3.323930025100708,1.9933300018310547,3.528290033340454,2.1489100456237793,1.8684099912643433,2.2925798892974854,2.5469000339508057,1.9108500480651855,2.761590003967285,1.952489972114563
20200421,2020-04-21,3.0991299152374268,3.307770013809204,1.9675400257110596,3.4479799270629883,2.0548999309539795,1.9766499996185303,2.201240062713623,2.5342800617218018,1.964050054550171,2.819469928741455,1.9614800214767456
20200422,2020-04-22,3.062530040740967,3.3034799098968506,1.9798599481582642,3.4796299934387207,2.0533699989318848,2.001800060272217,2.1882400512695312,2.504110097885132,1.9846099615097046,2.780359983444214,1.9777799844741821
20200423,2020-04-23,3.0650999546051025,3.404449939727783,1.939620018005371,3.591209888458252,1.9964900016784668,1.9836000204086304,2.122420072555542,2.4356300830841064,1.9577499628067017,2.7286200523376465,1.943660020828247
20200424,2020-04-24,2.9568700790405273,3.337519884109497,1.9524799585342407,3.6027400493621826,2.0856399536132812,1.8488999605178833,2.2132298946380615,2.4520199298858643,1.8837800025939941,2.669450044631958,1.9183100461959839
20200427,2020-04-27,2.9621200561523438,3.2751901149749756,1.856510043144226,3.4946699142456055,1.9289400577545166,1.8774900436401367,2.0608999729156494,2.371799945831299,1.8607800006866455,2.6521201133728027,1.8542799949645996
20200428,2020-04-28,2.949510097503662,3.267709970474243,1.8365600109100342,3.503340005874634,1.9235999584197998,1.8416500091552734,2.063149929046631,2.3749101161956787,1.8306900262832642,2.648099899291992,1.8294899463653564
